#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
              -11              24               4              HO  0.00704  0.00704  0.00704  0.00704   46010598
              -12              24               4              HO  0.00782  0.00782  0.00782  0.00782   46010618
              -13              24               4              HO  0.00986  0.00986  0.00986  0.00986   46010698
              -14              24               4              HO  0.01129  0.01129  0.01129  0.01129   46010718
              -15              24               4              HO  0.01065  0.01065  0.01065  0.01065   46010798
               -1              25               4              HO  0.00542  0.00542  0.00542  0.00542   46010099
               -2              25               4              HO  0.00547  0.00547  0.00547  0.00547   46010119
               -3              25               4              HO  0.00480  0.00480  0.00480  0.00480   46010199
               -4              25               4              HO  0.00373  0.00373  0.00373  0.00373   46010219
               -5              25               4              HO  0.00963  0.00963  0.00963  0.00963   46010299
               -6              25               4              HO  0.00973  0.00973  0.00973  0.00973   46010319
               -7              25               4              HO  0.00951  0.00951  0.00951  0.00951   46010399
               -8              25               4              HO  0.00875  0.00875  0.00875  0.00875   46010419
               -9              25               4              HO  0.00908  0.00908  0.00908  0.00908   46010499
              -10              25               4              HO  0.00726  0.00726  0.00726  0.00726   46010519
              -11              25               4              HO  0.00672  0.00672  0.00672  0.00672   46010599
              -12              25               4              HO  0.00825  0.00825  0.00825  0.00825   46010619
              -13              25               4              HO  0.00970  0.00970  0.00970  0.00970   46010699
              -14              25               4              HO  0.00867  0.00867  0.00867  0.00867   46010719
              -15              25               4              HO  0.00863  0.00863  0.00863  0.00863   46010799
               -1              26               4              HO  0.00551  0.00551  0.00551  0.00551   4601009A
               -2              26               4              HO  0.00509  0.00509  0.00509  0.00509   4601011A
               -3              26               4              HO  0.00538  0.00538  0.00538  0.00538   4601019A
               -4              26               4              HO  0.00486  0.00486  0.00486  0.00486   4601021A
               -5              26               4              HO  0.00823  0.00823  0.00823  0.00823   4601029A
               -6              26               4              HO  0.00711  0.00711  0.00711  0.00711   4601031A
               -7              26               4              HO  0.00829  0.00829  0.00829  0.00829   4601039A
               -8              26               4              HO  0.00703  0.00703  0.00703  0.00703   4601041A
               -9              26               4              HO  0.00759  0.00759  0.00759  0.00759   4601049A
              -10              26               4              HO  0.00642  0.00642  0.00642  0.00642   4601051A
              -11              26               4              HO  0.00559  0.00559  0.00559  0.00559   4601059A
              -12              26               4              HO  0.00695  0.00695  0.00695  0.00695   4601061A
              -13              26               4              HO  0.00721  0.00721  0.00721  0.00721   4601069A
              -14              26               4              HO  0.00838  0.00838  0.00838  0.00838   4601071A
              -15              26               4              HO  0.00767  0.00767  0.00767  0.00767   4601079A
               -1              27               4              HO  0.00550  0.00550  0.00550  0.00550   4601009B
               -2              27               4              HO  0.00579  0.00579  0.00579  0.00579   4601011B
               -3              27               4              HO  0.00551  0.00551  0.00551  0.00551   4601019B
               -4              27               4              HO  0.00416  0.00416  0.00416  0.00416   4601021B
               -5              27               4              HO  0.00817  0.00817  0.00817  0.00817   4601029B
               -6              27               4              HO  0.00706  0.00706  0.00706  0.00706   4601031B
               -7              27               4              HO  0.00837  0.00837  0.00837  0.00837   4601039B
               -8              27               4              HO  0.00778  0.00778  0.00778  0.00778   4601041B
               -9              27               4              HO  0.00676  0.00676  0.00676  0.00676   4601049B
              -10              27               4              HO  0.00498  0.00498  0.00498  0.00498   4601051B
              -11              27               4              HO  0.00588  0.00588  0.00588  0.00588   4601059B
              -12              27               4              HO  0.00654  0.00654  0.00654  0.00654   4601061B
              -13              27               4              HO  0.01073  0.01073  0.01073  0.01073   4601069B
              -14              27               4              HO  0.00913  0.00913  0.00913  0.00913   4601071B
              -15              27               4              HO  0.00919  0.00919  0.00919  0.00919   4601079B
               -1              28               4              HO  0.00606  0.00606  0.00606  0.00606   4601009C
               -2              28               4              HO  0.00571  0.00571  0.00571  0.00571   4601011C
               -3              28               4              HO  0.00491  0.00491  0.00491  0.00491   4601019C
               -4              28               4              HO  0.00473  0.00473  0.00473  0.00473   4601021C
               -5              28               4              HO  0.00874  0.00874  0.00874  0.00874   4601029C
               -6              28               4              HO  0.00661  0.00661  0.00661  0.00661   4601031C
               -7              28               4              HO  0.00779  0.00779  0.00779  0.00779   4601039C
               -8              28               4              HO  0.00729  0.00729  0.00729  0.00729   4601041C
               -9              28               4              HO  0.00666  0.00666  0.00666  0.00666   4601049C
              -10              28               4              HO  0.00569  0.00569  0.00569  0.00569   4601051C
              -11              28               4              HO  0.00510  0.00510  0.00510  0.00510   4601059C
              -12              28               4              HO  0.00606  0.00606  0.00606  0.00606   4601061C
              -13              28               4              HO  0.00729  0.00729  0.00729  0.00729   4601069C
              -14              28               4              HO  0.00596  0.00596  0.00596  0.00596   4601071C
              -15              28               4              HO  0.00626  0.00626  0.00626  0.00626   4601079C
               -1              29               4              HO  0.00522  0.00522  0.00522  0.00522   4601009D
               -2              29               4              HO  0.00462  0.00462  0.00462  0.00462   4601011D
               -3              29               4              HO  0.00566  0.00566  0.00566  0.00566   4601019D
               -4              29               4              HO  0.00534  0.00534  0.00534  0.00534   4601021D
               -5              29               4              HO  0.00879  0.00879  0.00879  0.00879   4601029D
               -6              29               4              HO  0.00764  0.00764  0.00764  0.00764   4601031D
               -7              29               4              HO  0.00669  0.00669  0.00669  0.00669   4601039D
               -8              29               4              HO  0.00771  0.00771  0.00771  0.00771   4601041D
               -9              29               4              HO  0.00647  0.00647  0.00647  0.00647   4601049D
              -10              29               4              HO  0.00605  0.00605  0.00605  0.00605   4601051D
              -11              29               4              HO  0.00588  0.00588  0.00588  0.00588   4601059D
              -12              29               4              HO  0.00643  0.00643  0.00643  0.00643   4601061D
              -13              29               4              HO  0.00674  0.00674  0.00674  0.00674   4601069D
              -14              29               4              HO  0.00897  0.00897  0.00897  0.00897   4601071D
              -15              29               4              HO  0.00760  0.00760  0.00760  0.00760   4601079D
               -1              30               4              HO  0.00491  0.00491  0.00491  0.00491   4601009E
               -2              30               4              HO  0.00540  0.00540  0.00540  0.00540   4601011E
               -3              30               4              HO  0.00586  0.00586  0.00586  0.00586   4601019E
               -4              30               4              HO  0.00547  0.00547  0.00547  0.00547   4601021E
               -5              30               4              HO  0.00984  0.00984  0.00984  0.00984   4601029E
               -6              30               4              HO  0.00782  0.00782  0.00782  0.00782   4601031E
               -7              30               4              HO  0.00773  0.00773  0.00773  0.00773   4601039E
               -8              30               4              HO  0.00691  0.00691  0.00691  0.00691   4601041E
               -9              30               4              HO  0.00798  0.00798  0.00798  0.00798   4601049E
              -10              30               4              HO  0.00686  0.00686  0.00686  0.00686   4601051E
              -11              30               4              HO  0.00631  0.00631  0.00631  0.00631   4601059E
              -12              30               4              HO  0.00654  0.00654  0.00654  0.00654   4601061E
              -13              30               4              HO  0.00719  0.00719  0.00719  0.00719   4601069E
              -14              30               4              HO  0.00832  0.00832  0.00832  0.00832   4601071E
              -15              30               4              HO  0.00709  0.00709  0.00709  0.00709   4601079E
               -1              31               4              HO  0.00506  0.00506  0.00506  0.00506   4601009F
               -2              31               4              HO  0.00555  0.00555  0.00555  0.00555   4601011F
               -3              31               4              HO  0.00692  0.00692  0.00692  0.00692   4601019F
               -4              31               4              HO  0.00497  0.00497  0.00497  0.00497   4601021F
               -5              31               4              HO  0.01046  0.01046  0.01046  0.01046   4601029F
               -6              31               4              HO  0.00817  0.00817  0.00817  0.00817   4601031F
               -7              31               4              HO  0.00975  0.00975  0.00975  0.00975   4601039F
               -8              31               4              HO  0.00855  0.00855  0.00855  0.00855   4601041F
               -9              31               4              HO  0.00802  0.00802  0.00802  0.00802   4601049F
              -10              31               4              HO  0.00721  0.00721  0.00721  0.00721   4601051F
              -11              31               4              HO  0.00572  0.00572  0.00572  0.00572   4601059F
              -12              31               4              HO  0.00755  0.00755  0.00755  0.00755   4601061F
              -13              31               4              HO  0.00756  0.00756  0.00756  0.00756   4601069F
              -14              31               4              HO  0.00819  0.00819  0.00819  0.00819   4601071F
              -15              31               4              HO  0.00838  0.00838  0.00838  0.00838   4601079F
               -1              32               4              HO  0.00725  0.00725  0.00725  0.00725   460100A0
               -2              32               4              HO  0.00792  0.00792  0.00792  0.00792   46010120
               -3              32               4              HO  0.00790  0.00790  0.00790  0.00790   460101A0
               -4              32               4              HO  0.00671  0.00671  0.00671  0.00671   46010220
               -5              32               4              HO  0.00893  0.00893  0.00893  0.00893   460102A0
               -6              32               4              HO  0.00847  0.00847  0.00847  0.00847   46010320
               -7              32               4              HO  0.00896  0.00896  0.00896  0.00896   460103A0
               -8              32               4              HO  0.00729  0.00729  0.00729  0.00729   46010420
               -9              32               4              HO  0.00767  0.00767  0.00767  0.00767   460104A0
              -10              32               4              HO  0.00718  0.00718  0.00718  0.00718   46010520
              -11              32               4              HO  0.00630  0.00630  0.00630  0.00630   460105A0
              -12              32               4              HO  0.00727  0.00727  0.00727  0.00727   46010620
              -13              32               4              HO  0.00737  0.00737  0.00737  0.00737   460106A0
              -14              32               4              HO  0.00915  0.00915  0.00915  0.00915   46010720
              -15              32               4              HO  0.00785  0.00785  0.00785  0.00785   460107A0
               -1              33               4              HO  0.00551  0.00551  0.00551  0.00551   460100A1
               -2              33               4              HO  0.00628  0.00628  0.00628  0.00628   46010121
               -3              33               4              HO  0.00755  0.00755  0.00755  0.00755   460101A1
               -4              33               4              HO  0.00517  0.00517  0.00517  0.00517   46010221
               -5              33               4              HO  0.01062  0.01062  0.01062  0.01062   460102A1
               -6              33               4              HO  0.00993  0.00993  0.00993  0.00993   46010321
               -7              33               4              HO  0.01178  0.01178  0.01178  0.01178   460103A1
               -8              33               4              HO  0.00862  0.00862  0.00862  0.00862   46010421
               -9              33               4              HO  0.00802  0.00802  0.00802  0.00802   460104A1
              -10              33               4              HO  0.00772  0.00772  0.00772  0.00772   46010521
              -11              33               4              HO  0.00647  0.00647  0.00647  0.00647   460105A1
              -12              33               4              HO  0.00909  0.00909  0.00909  0.00909   46010621
              -13              33               4              HO  0.00861  0.00861  0.00861  0.00861   460106A1
              -14              33               4              HO  0.01008  0.01008  0.01008  0.01008   46010721
              -15              33               4              HO  0.00921  0.00921  0.00921  0.00921   460107A1
               -1              34               4              HO  0.00563  0.00563  0.00563  0.00563   460100A2
               -2              34               4              HO  0.00658  0.00658  0.00658  0.00658   46010122
               -3              34               4              HO  0.00677  0.00677  0.00677  0.00677   460101A2
               -4              34               4              HO  0.00552  0.00552  0.00552  0.00552   46010222
               -5              34               4              HO  0.01303  0.01303  0.01303  0.01303   460102A2
               -6              34               4              HO  0.00948  0.00948  0.00948  0.00948   46010322
               -7              34               4              HO  0.01124  0.01124  0.01124  0.01124   460103A2
               -8              34               4              HO  0.00784  0.00784  0.00784  0.00784   46010422
               -9              34               4              HO  0.00866  0.00866  0.00866  0.00866   460104A2
              -10              34               4              HO  0.00707  0.00707  0.00707  0.00707   46010522
              -11              34               4              HO  0.00624  0.00624  0.00624  0.00624   460105A2
              -12              34               4              HO  0.00730  0.00730  0.00730  0.00730   46010622
              -13              34               4              HO  0.00864  0.00864  0.00864  0.00864   460106A2
              -14              34               4              HO  0.00810  0.00810  0.00810  0.00810   46010722
              -15              34               4              HO  0.00757  0.00757  0.00757  0.00757   460107A2
               -1              35               4              HO  0.00495  0.00495  0.00495  0.00495   460100A3
               -2              35               4              HO  0.00625  0.00625  0.00625  0.00625   46010123
               -3              35               4              HO  0.00781  0.00781  0.00781  0.00781   460101A3
               -4              35               4              HO  0.00458  0.00458  0.00458  0.00458   46010223
               -5              35               4              HO  0.01515  0.01515  0.01515  0.01515   460102A3
               -6              35               4              HO  0.01470  0.01470  0.01470  0.01470   46010323
               -7              35               4              HO  0.01434  0.01434  0.01434  0.01434   460103A3
               -8              35               4              HO  0.01168  0.01168  0.01168  0.01168   46010423
               -9              35               4              HO  0.01065  0.01065  0.01065  0.01065   460104A3
              -10              35               4              HO  0.00957  0.00957  0.00957  0.00957   46010523
              -11              35               4              HO  0.00755  0.00755  0.00755  0.00755   460105A3
              -12              35               4              HO  0.00798  0.00798  0.00798  0.00798   46010623
              -13              35               4              HO  0.01135  0.01135  0.01135  0.01135   460106A3
              -14              35               4              HO  0.01058  0.01058  0.01058  0.01058   46010723
              -15              35               4              HO  0.00897  0.00897  0.00897  0.00897   460107A3
               -1              36               4              HO  0.00776  0.00776  0.00776  0.00776   460100A4
               -2              36               4              HO  0.00625  0.00625  0.00625  0.00625   46010124
               -3              36               4              HO  0.00745  0.00745  0.00745  0.00745   460101A4
               -4              36               4              HO  0.00490  0.00490  0.00490  0.00490   46010224
               -5              36               4              HO  0.01046  0.01046  0.01046  0.01046   460102A4
               -6              36               4              HO  0.01021  0.01021  0.01021  0.01021   46010324
               -7              36               4              HO  0.00959  0.00959  0.00959  0.00959   460103A4
               -8              36               4              HO  0.00937  0.00937  0.00937  0.00937   46010424
               -9              36               4              HO  0.01080  0.01080  0.01080  0.01080   460104A4
              -10              36               4              HO  0.00812  0.00812  0.00812  0.00812   46010524
              -11              36               4              HO  0.00607  0.00607  0.00607  0.00607   460105A4
              -12              36               4              HO  0.00873  0.00873  0.00873  0.00873   46010624
              -13              36               4              HO  0.00831  0.00831  0.00831  0.00831   460106A4
              -14              36               4              HO  0.00884  0.00884  0.00884  0.00884   46010724
              -15              36               4              HO  0.00722  0.00722  0.00722  0.00722   460107A4
               -1              37               4              HO  0.00700  0.00700  0.00700  0.00700   460100A5
               -2              37               4              HO  0.00761  0.00761  0.00761  0.00761   46010125
               -3              37               4              HO  0.00667  0.00667  0.00667  0.00667   460101A5
               -4              37               4              HO  0.00592  0.00592  0.00592  0.00592   46010225
               -5              37               4              HO  0.01036  0.01036  0.01036  0.01036   460102A5
               -6              37               4              HO  0.00991  0.00991  0.00991  0.00991   46010325
               -7              37               4              HO  0.01102  0.01102  0.01102  0.01102   460103A5
               -8              37               4              HO  0.01004  0.01004  0.01004  0.01004   46010425
               -9              37               4              HO  0.01017  0.01017  0.01017  0.01017   460104A5
              -10              37               4              HO  0.00759  0.00759  0.00759  0.00759   46010525
              -11              37               4              HO  0.00690  0.00690  0.00690  0.00690   460105A5
              -12              37               4              HO  0.00909  0.00909  0.00909  0.00909   46010625
              -13              37               4              HO  0.01119  0.01119  0.01119  0.01119   460106A5
              -14              37               4              HO  0.01124  0.01124  0.01124  0.01124   46010725
              -15              37               4              HO  0.00946  0.00946  0.00946  0.00946   460107A5
               -1              38               4              HO  0.00718  0.00718  0.00718  0.00718   460100A6
               -2              38               4              HO  0.00776  0.00776  0.00776  0.00776   46010126
               -3              38               4              HO  0.01057  0.01057  0.01057  0.01057   460101A6
               -4              38               4              HO  0.00645  0.00645  0.00645  0.00645   46010226
               -5              38               4              HO  0.00924  0.00924  0.00924  0.00924   460102A6
               -6              38               4              HO  0.00870  0.00870  0.00870  0.00870   46010326
               -7              38               4              HO  0.00910  0.00910  0.00910  0.00910   460103A6
               -8              38               4              HO  0.00871  0.00871  0.00871  0.00871   46010426
               -9              38               4              HO  0.00941  0.00941  0.00941  0.00941   460104A6
              -10              38               4              HO  0.00739  0.00739  0.00739  0.00739   46010526
              -11              38               4              HO  0.00528  0.00528  0.00528  0.00528   460105A6
              -12              38               4              HO  0.00647  0.00647  0.00647  0.00647   46010626
              -13              38               4              HO  0.00809  0.00809  0.00809  0.00809   460106A6
              -14              38               4              HO  0.00790  0.00790  0.00790  0.00790   46010726
              -15              38               4              HO  0.00987  0.00987  0.00987  0.00987   460107A6
               -1              39               4              HO  0.00870  0.00870  0.00870  0.00870   460100A7
               -2              39               4              HO  0.00904  0.00904  0.00904  0.00904   46010127
               -3              39               4              HO  0.00828  0.00828  0.00828  0.00828   460101A7
               -4              39               4              HO  0.00768  0.00768  0.00768  0.00768   46010227
               -5              39               4              HO  0.00831  0.00831  0.00831  0.00831   460102A7
               -6              39               4              HO  0.00857  0.00857  0.00857  0.00857   46010327
               -7              39               4              HO  0.01076  0.01076  0.01076  0.01076   460103A7
               -8              39               4              HO  0.00811  0.00811  0.00811  0.00811   46010427
               -9              39               4              HO  0.00723  0.00723  0.00723  0.00723   460104A7
              -10              39               4              HO  0.00610  0.00610  0.00610  0.00610   46010527
              -11              39               4              HO  0.00627  0.00627  0.00627  0.00627   460105A7
              -12              39               4              HO  0.00686  0.00686  0.00686  0.00686   46010627
              -13              39               4              HO  0.00916  0.00916  0.00916  0.00916   460106A7
              -14              39               4              HO  0.00843  0.00843  0.00843  0.00843   46010727
              -15              39               4              HO  0.00790  0.00790  0.00790  0.00790   460107A7
               -1              40               4              HO  0.01039  0.01039  0.01039  0.01039   460100A8
               -2              40               4              HO  0.00892  0.00892  0.00892  0.00892   46010128
               -3              40               4              HO  0.01192  0.01192  0.01192  0.01192   460101A8
               -4              40               4              HO  0.00692  0.00692  0.00692  0.00692   46010228
               -5              40               4              HO  0.00736  0.00736  0.00736  0.00736   460102A8
               -6              40               4              HO  0.00935  0.00935  0.00935  0.00935   46010328
               -7              40               4              HO  0.00765  0.00765  0.00765  0.00765   460103A8
               -8              40               4              HO  0.00941  0.00941  0.00941  0.00941   46010428
               -9              40               4              HO  0.00569  0.00569  0.00569  0.00569   460104A8
              -10              40               4              HO  0.00530  0.00530  0.00530  0.00530   46010528
              -11              40               4              HO  0.00558  0.00558  0.00558  0.00558   460105A8
              -12              40               4              HO  0.00657  0.00657  0.00657  0.00657   46010628
              -13              40               4              HO  0.00784  0.00784  0.00784  0.00784   460106A8
              -14              40               4              HO  0.00641  0.00641  0.00641  0.00641   46010728
              -15              40               4              HO  0.00605  0.00605  0.00605  0.00605   460107A8
               -1              41               4              HO  0.00461  0.00461  0.00461  0.00461   460100A9
               -2              41               4              HO  0.00462  0.00462  0.00462  0.00462   46010129
               -3              41               4              HO  0.00430  0.00430  0.00430  0.00430   460101A9
               -4              41               4              HO  0.00432  0.00432  0.00432  0.00432   46010229
               -5              41               4              HO  0.01101  0.01101  0.01101  0.01101   460102A9
               -6              41               4              HO  0.00965  0.00965  0.00965  0.00965   46010329
               -7              41               4              HO  0.01275  0.01275  0.01275  0.01275   460103A9
               -8              41               4              HO  0.01153  0.01153  0.01153  0.01153   46010429
               -9              41               4              HO  0.01212  0.01212  0.01212  0.01212   460104A9
              -10              41               4              HO  0.01080  0.01080  0.01080  0.01080   46010529
              -11              41               4              HO  0.00558  0.00558  0.00558  0.00558   460105A9
              -12              41               4              HO  0.00723  0.00723  0.00723  0.00723   46010629
              -13              41               4              HO  0.00736  0.00736  0.00736  0.00736   460106A9
              -14              41               4              HO  0.00855  0.00855  0.00855  0.00855   46010729
              -15              41               4              HO  0.00775  0.00775  0.00775  0.00775   460107A9
               -1              42               4              HO  0.00570  0.00570  0.00570  0.00570   460100AA
               -2              42               4              HO  0.00516  0.00516  0.00516  0.00516   4601012A
               -3              42               4              HO  0.00526  0.00526  0.00526  0.00526   460101AA
               -4              42               4              HO  0.00435  0.00435  0.00435  0.00435   4601022A
               -5              42               4              HO  0.01048  0.01048  0.01048  0.01048   460102AA
               -6              42               4              HO  0.00889  0.00889  0.00889  0.00889   4601032A
               -7              42               4              HO  0.00825  0.00825  0.00825  0.00825   460103AA
               -8              42               4              HO  0.00762  0.00762  0.00762  0.00762   4601042A
               -9              42               4              HO  0.00803  0.00803  0.00803  0.00803   460104AA
              -10              42               4              HO  0.00801  0.00801  0.00801  0.00801   4601052A
              -11              42               4              HO  0.00505  0.00505  0.00505  0.00505   460105AA
              -12              42               4              HO  0.00665  0.00665  0.00665  0.00665   4601062A
              -13              42               4              HO  0.00681  0.00681  0.00681  0.00681   460106AA
              -14              42               4              HO  0.00905  0.00905  0.00905  0.00905   4601072A
              -15              42               4              HO  0.00736  0.00736  0.00736  0.00736   460107AA
               -1              43               4              HO  0.00704  0.00704  0.00704  0.00704   460100AB
               -2              43               4              HO  0.00593  0.00593  0.00593  0.00593   4601012B
               -3              43               4              HO  0.00542  0.00542  0.00542  0.00542   460101AB
               -4              43               4              HO  0.00507  0.00507  0.00507  0.00507   4601022B
               -5              43               4              HO  0.01149  0.01149  0.01149  0.01149   460102AB
               -6              43               4              HO  0.00912  0.00912  0.00912  0.00912   4601032B
               -7              43               4              HO  0.00945  0.00945  0.00945  0.00945   460103AB
               -8              43               4              HO  0.00795  0.00795  0.00795  0.00795   4601042B
               -9              43               4              HO  0.00980  0.00980  0.00980  0.00980   460104AB
              -10              43               4              HO  0.00764  0.00764  0.00764  0.00764   4601052B
              -11              43               4              HO  0.00472  0.00472  0.00472  0.00472   460105AB
              -12              43               4              HO  0.00723  0.00723  0.00723  0.00723   4601062B
              -13              43               4              HO  0.00772  0.00772  0.00772  0.00772   460106AB
              -14              43               4              HO  0.00924  0.00924  0.00924  0.00924   4601072B
              -15              43               4              HO  0.00755  0.00755  0.00755  0.00755   460107AB
               -1              44               4              HO  0.00729  0.00729  0.00729  0.00729   460100AC
               -2              44               4              HO  0.00707  0.00707  0.00707  0.00707   4601012C
               -3              44               4              HO  0.00668  0.00668  0.00668  0.00668   460101AC
               -4              44               4              HO  0.00548  0.00548  0.00548  0.00548   4601022C
               -5              44               4              HO  0.01118  0.01118  0.01118  0.01118   460102AC
               -6              44               4              HO  0.01238  0.01238  0.01238  0.01238   4601032C
               -7              44               4              HO  0.01036  0.01036  0.01036  0.01036   460103AC
               -8              44               4              HO  0.01066  0.01066  0.01066  0.01066   4601042C
               -9              44               4              HO  0.00812  0.00812  0.00812  0.00812   460104AC
              -10              44               4              HO  0.00805  0.00805  0.00805  0.00805   4601052C
              -11              44               4              HO  0.00573  0.00573  0.00573  0.00573   460105AC
              -12              44               4              HO  0.00671  0.00671  0.00671  0.00671   4601062C
              -13              44               4              HO  0.00757  0.00757  0.00757  0.00757   460106AC
              -14              44               4              HO  0.00751  0.00751  0.00751  0.00751   4601072C
              -15              44               4              HO  0.00728  0.00728  0.00728  0.00728   460107AC
               -1              45               4              HO  0.00693  0.00693  0.00693  0.00693   460100AD
               -2              45               4              HO  0.00595  0.00595  0.00595  0.00595   4601012D
               -3              45               4              HO  0.00634  0.00634  0.00634  0.00634   460101AD
               -4              45               4              HO  0.00594  0.00594  0.00594  0.00594   4601022D
               -5              45               4              HO  0.01006  0.01006  0.01006  0.01006   460102AD
               -6              45               4              HO  0.01120  0.01120  0.01120  0.01120   4601032D
               -7              45               4              HO  0.01029  0.01029  0.01029  0.01029   460103AD
               -8              45               4              HO  0.00967  0.00967  0.00967  0.00967   4601042D
               -9              45               4              HO  0.00882  0.00882  0.00882  0.00882   460104AD
              -10              45               4              HO  0.00703  0.00703  0.00703  0.00703   4601052D
              -11              45               4              HO  0.00597  0.00597  0.00597  0.00597   460105AD
              -12              45               4              HO  0.00674  0.00674  0.00674  0.00674   4601062D
              -13              45               4              HO  0.00777  0.00777  0.00777  0.00777   460106AD
              -14              45               4              HO  0.00860  0.00860  0.00860  0.00860   4601072D
              -15              45               4              HO  0.00783  0.00783  0.00783  0.00783   460107AD
               -1              46               4              HO  0.00613  0.00613  0.00613  0.00613   460100AE
               -2              46               4              HO  0.00645  0.00645  0.00645  0.00645   4601012E
               -3              46               4              HO  0.00560  0.00560  0.00560  0.00560   460101AE
               -4              46               4              HO  0.00717  0.00717  0.00717  0.00717   4601022E
               -5              46               4              HO  0.00989  0.00989  0.00989  0.00989   460102AE
               -6              46               4              HO  0.00911  0.00911  0.00911  0.00911   4601032E
               -7              46               4              HO  0.00829  0.00829  0.00829  0.00829   460103AE
               -8              46               4              HO  0.00905  0.00905  0.00905  0.00905   4601042E
               -9              46               4              HO  0.01261  0.01261  0.01261  0.01261   460104AE
              -10              46               4              HO  0.00734  0.00734  0.00734  0.00734   4601052E
              -11              46               4              HO  0.00596  0.00596  0.00596  0.00596   460105AE
              -12              46               4              HO  0.00711  0.00711  0.00711  0.00711   4601062E
              -13              46               4              HO  0.00943  0.00943  0.00943  0.00943   460106AE
              -14              46               4              HO  0.00937  0.00937  0.00937  0.00937   4601072E
              -15              46               4              HO  0.00738  0.00738  0.00738  0.00738   460107AE
               -1              47               4              HO  0.00509  0.00509  0.00509  0.00509   460100AF
               -2              47               4              HO  0.00529  0.00529  0.00529  0.00529   4601012F
               -3              47               4              HO  0.00452  0.00452  0.00452  0.00452   460101AF
               -4              47               4              HO  0.00324  0.00324  0.00324  0.00324   4601022F
               -5              47               4              HO  0.01110  0.01110  0.01110  0.01110   460102AF
               -6              47               4              HO  0.01163  0.01163  0.01163  0.01163   4601032F
               -7              47               4              HO  0.01077  0.01077  0.01077  0.01077   460103AF
               -8              47               4              HO  0.01008  0.01008  0.01008  0.01008   4601042F
               -9              47               4              HO  0.00948  0.00948  0.00948  0.00948   460104AF
              -10              47               4              HO  0.00824  0.00824  0.00824  0.00824   4601052F
              -11              47               4              HO  0.00662  0.00662  0.00662  0.00662   460105AF
              -12              47               4              HO  0.00942  0.00942  0.00942  0.00942   4601062F
              -13              47               4              HO  0.00974  0.00974  0.00974  0.00974   460106AF
              -14              47               4              HO  0.01164  0.01164  0.01164  0.01164   4601072F
              -15              47               4              HO  0.00968  0.00968  0.00968  0.00968   460107AF
               -1              48               4              HO  0.00504  0.00504  0.00504  0.00504   460100B0
               -2              48               4              HO  0.00566  0.00566  0.00566  0.00566   46010130
               -3              48               4              HO  0.00478  0.00478  0.00478  0.00478   460101B0
               -4              48               4              HO  0.00352  0.00352  0.00352  0.00352   46010230
               -5              48               4              HO  0.01165  0.01165  0.01165  0.01165   460102B0
               -6              48               4              HO  0.01039  0.01039  0.01039  0.01039   46010330
               -7              48               4              HO  0.00899  0.00899  0.00899  0.00899   460103B0
               -8              48               4              HO  0.00808  0.00808  0.00808  0.00808   46010430
               -9              48               4              HO  0.00897  0.00897  0.00897  0.00897   460104B0
              -10              48               4              HO  0.00830  0.00830  0.00830  0.00830   46010530
              -11              48               4              HO  0.00565  0.00565  0.00565  0.00565   460105B0
              -12              48               4              HO  0.00721  0.00721  0.00721  0.00721   46010630
              -13              48               4              HO  0.00934  0.00934  0.00934  0.00934   460106B0
              -14              48               4              HO  0.01048  0.01048  0.01048  0.01048   46010730
              -15              48               4              HO  0.00830  0.00830  0.00830  0.00830   460107B0
               -1              49               4              HO  0.00537  0.00537  0.00537  0.00537   460100B1
               -2              49               4              HO  0.00594  0.00594  0.00594  0.00594   46010131
               -3              49               4              HO  0.00587  0.00587  0.00587  0.00587   460101B1
               -4              49               4              HO  0.00457  0.00457  0.00457  0.00457   46010231
               -5              49               4              HO  0.01036  0.01036  0.01036  0.01036   460102B1
               -6              49               4              HO  0.00872  0.00872  0.00872  0.00872   46010331
               -7              49               4              HO  0.01023  0.01023  0.01023  0.01023   460103B1
               -8              49               4              HO  0.00893  0.00893  0.00893  0.00893   46010431
               -9              49               4              HO  0.00898  0.00898  0.00898  0.00898   460104B1
              -10              49               4              HO  0.00695  0.00695  0.00695  0.00695   46010531
              -11              49               4              HO  0.00619  0.00619  0.00619  0.00619   460105B1
              -12              49               4              HO  0.00845  0.00845  0.00845  0.00845   46010631
              -13              49               4              HO  0.00884  0.00884  0.00884  0.00884   460106B1
              -14              49               4              HO  0.01072  0.01072  0.01072  0.01072   46010731
              -15              49               4              HO  0.00722  0.00722  0.00722  0.00722   460107B1
               -1              50               4              HO  0.00641  0.00641  0.00641  0.00641   460100B2
               -2              50               4              HO  0.00661  0.00661  0.00661  0.00661   46010132
               -3              50               4              HO  0.00507  0.00507  0.00507  0.00507   460101B2
               -4              50               4              HO  0.00486  0.00486  0.00486  0.00486   46010232
               -5              50               4              HO  0.01003  0.01003  0.01003  0.01003   460102B2
               -6              50               4              HO  0.00882  0.00882  0.00882  0.00882   46010332
               -7              50               4              HO  0.00885  0.00885  0.00885  0.00885   460103B2
               -8              50               4              HO  0.00860  0.00860  0.00860  0.00860   46010432
               -9              50               4              HO  0.00806  0.00806  0.00806  0.00806   460104B2
              -10              50               4              HO  0.00666  0.00666  0.00666  0.00666   46010532
              -11              50               4              HO  0.00573  0.00573  0.00573  0.00573   460105B2
